,as_caida20040105,as_caida20040705,as_caida20050103,as_caida20050704,as_caida20060116,as_caida20060417,as_caida20060918,as_caida20070115,as_caida20070730,as_caida20071105,cit_citeseer,cit_cora,cit_dblp_cite,cit_HepPh,cit_HepTh,cit_Kohonen,cit_Lederberg,cit_SciMet,cit_Zewail,elec_b12_0,elec_b14s_0,elec_b15s_0,elec_b17s_0,elec_b20s_0,elec_b21s_0,elec_b22s_0,elec_s13207_0,elec_s15850_0,elec_s38417_0,elec_s38584_0,elec_s5378_0,elec_s9234_0,hl_berkstan_web,hl_foldoc,hl_google,hl_google_web,hl_notre_dame_web,hl_polblogs,hl_stanford_web,hl_trec_web,hl_wiki_hyperLink_uz,hl_wiki_link_dyn_add,hl_wiki_link_dyn_rem,soc_academia_eu,soc_email_Eu_core,soc_google_plus,soc_myspace_aminer,soc_qa_user_askubuntu,soc_qa_user_mathoverflow,soc_twitter_event_Cannes2013,soc_twitter_event_MoscvowAthletics2013,soc_twitter_event_NYClimateMarch2014,soc_wiki_talk_ar,soc_wiki_talk_fr,sps_nosym_amazon0302,sps_nosym_amazon0312,sps_nosym_amazon0505,sps_nosym_amazon0601,sps_nosym_amazon_2008,sps_nosym_barth,sps_nosym_barth4,sps_nosym_barth5,sps_nosym_California,sps_nosym_cnr_2000,sps_nosym_CSphd,sps_nosym_email_EuAll,sps_nosym_enron,sps_nosym_EPA,sps_nosym_EVA,sps_nosym_GD06_Java,sps_nosym_HEP_th,sps_nosym_higgs_twitter,sps_nosym_NotreDame_www,sps_nosym_p2p_Gnutella04,sps_nosym_p2p_Gnutella05,sps_nosym_p2p_Gnutella06,sps_nosym_p2p_Gnutella08,sps_nosym_p2p_Gnutella09,sps_nosym_p2p_Gnutella24,sps_nosym_p2p_Gnutella25,sps_nosym_p2p_Gnutella30,sps_nosym_p2p_Gnutella31,sps_nosym_rajat01,sps_nosym_Roget,sps_nosym_soc_Epinions1,sps_nosym_soc_Slashdot0811,sps_nosym_soc_Slashdot0902,sps_nosym_Stanford_Berkeley,sps_nosym_wb_cs_stanford,sps_nosym_wiki_Vote,sps_sym_ca_AstroPh,sps_sym_ccc,sps_sym_copter2,sps_sym_delaunay_n15,sps_sym_fe_rotor,sps_sym_ford1,sps_sym_g3rmt3m3,sps_sym_jagmesh5,sps_sym_lock2232,sps_sym_lshp2614,sps_sym_lshp3466,sps_sym_net100,sps_sym_net75,sps_sym_onera_dual,sps_sym_pct20stif,sps_sym_pkustk11,sps_sym_pkustk12,sps_sym_rajat08,sps_sym_s4dkt3m2,sps_sym_shock_9,sps_sym_vsp_befref_fxm_2_4_air02,sps_sym_vsp_model1_crew1_cr42_south31,sps_sym_vsp_p0291_seymourl_iiasa,sps_sym_vsp_sctap1_2b_and_seymourl,sps_sym_vsp_vibrobox_scagr7_2c_rlfddd,trsp_chicago_road,trsp_openflights,trsp_street_network_01_AL_cities_0107000_Birmingham,trsp_street_network_01_AL_counties_01073_Jefferson,trsp_street_network_04_AZ_counties_04013_Maricopa,trsp_street_network_06_CA_cities_0653000_Oakland,trsp_street_network_36_NY_cities_3651000_NewYork,trsp_street_network_36_NY_counties_36081_Queens,trsp_street_network_48_TX_urbanizedAreas_22042_Dallas_FortWorth_Arlingto
elec_s15850_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
elec_s38417_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
elec_s38584_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
elec_s5378_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
elec_s9234_0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
hl_berkstan_web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000e+00,2.016019e-02,1.302997e-03,6.175557e-01,8.213729e-02,3.302452e-03,2.210931e-01,2.892808e-01,2.145071e-02,8.659481e-02,1.745825e-02,1.913449e-01,3.818915e-03,9.366366e-02,0.000000e+00,3.754500e-02,2.585352e-02,1.709382e-02,4.080469e-03,6.197470e-03,1.049189e-02,6.105339e-02,2.890173e-01,7.221503e-01,7.133611e-01,7.597750e-01,5.563856e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.755016e-02,0.000000e+00,1.693504e-02,2.200385e-02,1.992065e-04,0.000000e+00,3.300330e-04,0.000000e+00,8.367717e-01,2.835058e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.992065e-04,4.575865e-02,1.854657e-02,1.870083e-02,1.669099e-01,1.179495e-03,6.496166e-03,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,2.208590e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
hl_foldoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000e+00,6.271248e-02,3.468299e-02,1.851089e-01,8.213209e-02,9.629023e-02,7.944133e-02,7.526130e-01,2.409950e-01,5.176113e-01,1.172711e-01,9.446019e-02,2.037575e-01,0.000000e+00,4.578764e-01,6.321263e-01,6.186331e-01,1.423814e-01,1.682631e-01,2.591279e-01,2.863784e-01,6.195840e-02,2.949849e-02,2.526330e-02,2.803243e-02,2.077027e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.737536e-01,0.000000e+00,4.264093e-01,5.678090e-01,1.155119e-02,0.000000e+00,1.558628e-02,0.000000e+00,2.026449e-02,7.131467e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.155119e-02,4.112737e-01,4.637279e-01,4.680701e-01,1.262103e-01,4.422636e-02,1.601659e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,8.186710e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
hl_google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000e+00,2.718113e-03,1.185193e-02,4.049734e-01,6.278653e-03,5.893754e-03,6.868499e-02,1.808460e-02,9.308973e-02,8.972827e-03,2.883045e-01,1.745985e-02,0.000000e+00,4.017263e-02,5.549874e-02,9.104867e-02,3.616206e-01,2.358645e-01,1.347427e-01,2.440223e-02,3.658442e-03,2.009681e-03,1.744874e-03,1.950929e-03,1.396825e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.772975e-02,0.000000e+00,8.574949e-02,6.488035e-02,5.271651e-02,0.000000e+00,8.526089e-02,0.000000e+00,1.829935e-03,5.433949e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,5.271651e-02,3.496339e-02,7.706951e-02,7.789538e-02,1.001455e-02,2.867133e-01,2.153060e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,4.852071e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
hl_google_web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000e+00,1.197463e-01,5.146035e-03,3.251650e-01,4.531567e-01,3.479200e-02,1.290587e-01,2.684040e-02,3.024452e-01,6.578079e-03,1.505163e-01,0.000000e+00,5.584573e-02,3.913953e-02,2.682218e-02,6.263199e-03,8.991483e-03,1.561034e-02,9.126199e-02,5.071132e-01,6.188010e-01,5.382128e-01,5.907786e-01,4.251973e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.441538e-01,0.000000e+00,2.544538e-02,3.478091e-02,3.526655e-04,0.000000e+00,5.512189e-04,0.000000e+00,6.921940e-01,4.479642e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.526655e-04,7.159016e-02,2.743269e-02,2.767689e-02,2.635547e-01,1.911404e-03,1.008115e-02,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,3.469022e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
hl_notre_dame_web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000e+00,2.811884e-02,3.636815e-01,2.566913e-01,1.910394e-01,7.438331e-01,1.515030e-01,3.794155e-01,3.319339e-02,7.410500e-01,0.000000e+00,3.184894e-01,2.208244e-01,1.503460e-01,3.564061e-02,5.272683e-02,8.940562e-02,5.220888e-01,1.318341e-01,7.222355e-02,6.297054e-02,6.887988e-02,4.949077e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,6.491067e-01,0.000000e+00,1.453338e-01,1.896963e-01,1.881958e-03,0.000000e+00,2.968859e-03,0.000000e+00,8.416352e-02,2.530873e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.881958e-03,3.953060e-01,1.589666e-01,1.599015e-01,4.456797e-01,1.030762e-02,5.539172e-02,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,1.943066e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
hl_polblogs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000e+00,1.445976e-02,1.072197e-02,1.274490e-01,3.970204e-02,1.922533e-01,1.645356e-02,6.015584e-01,3.512125e-02,0.000000e+00,9.205132e-02,1.299155e-01,1.655352e-01,6.835384e-01,5.292294e-01,3.197959e-01,5.677809e-02,4.307338e-03,2.706197e-03,2.383136e-03,2.587529e-03,1.815829e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.269203e-02,0.000000e+00,2.005439e-01,1.457389e-01,3.433985e-02,0.000000e+00,6.749556e-02,0.000000e+00,4.074614e-03,1.037648e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.433985e-02,7.404715e-02,1.847464e-01,1.835424e-01,1.949052e-02,2.710184e-01,4.777842e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,4.703967e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
hl_stanford_web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000e+00,6.966992e-01,9.867115e-02,3.816492e-01,7.781159e-02,8.619964e-01,1.713665e-02,4.211503e-01,0.000000e+00,1.630958e-01,1.131133e-01,7.772853e-02,1.831495e-02,2.702226e-02,4.578716e-02,2.674683e-01,3.612328e-01,1.983067e-01,1.730055e-01,1.893382e-01,1.358809e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.917310e-01,0.000000e+00,7.446099e-02,9.736968e-02,9.787326e-04,0.000000e+00,1.505169e-03,0.000000e+00,2.278261e-01,1.274021e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,9.787326e-04,2.033593e-01,8.145097e-02,8.194499e-02,7.510567e-01,5.271358e-03,2.846691e-02,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,1.005096e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
hl_trec_web,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000e+00,7.452507e-02,2.788393e-01,5.751681e-02,6.622972e-01,1.310421e-02,3.175226e-01,0.000000e+00,1.187325e-01,8.184587e-02,5.953131e-02,1.396468e-02,1.962757e-02,3.284711e-02,1.922686e-01,5.663808e-01,3.015292e-01,2.615978e-01,2.875302e-01,2.079218e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.019106e-01,0.000000e+00,5.338482e-02,7.175404e-02,8.220466e-04,0.000000e+00,1.288817e-03,0.000000e+00,3.118667e-01,9.579548e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.220466e-04,1.511458e-01,5.788995e-02,5.857693e-02,5.613620e-01,4.273289e-03,2.094924e-02,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,7.754903e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
hl_wiki_hyperLink_uz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000e+00,2.512749e-01,6.889287e-01,1.107874e-01,1.603653e-01,2.156593e-01,0.000000e+00,5.279398e-01,7.470982e-01,7.147764e-01,1.663671e-01,2.293042e-01,3.905956e-01,3.315568e-01,4.464160e-02,2.320527e-02,2.011020e-02,2.211746e-02,1.606547e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.915959e-01,0.000000e+00,6.380303e-01,8.316607e-01,1.053446e-02,0.000000e+00,1.482874e-02,0.000000e+00,2.350529e-02,6.967845e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.053446e-02,4.470922e-01,6.874243e-01,6.931331e-01,1.275987e-01,4.970655e-02,2.487516e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,9.326670e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
hl_wiki_link_dyn_add,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000e+00,2.031320e-01,4.188845e-01,4.903399e-02,8.326831e-01,0.000000e+00,4.373931e-01,3.026275e-01,1.989717e-01,4.710214e-02,7.053926e-02,1.209788e-01,7.079329e-01,1.369554e-01,7.736267e-02,6.759559e-02,7.384169e-02,5.275898e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,7.430188e-01,0.000000e+00,1.960217e-01,2.634033e-01,2.346895e-03,0.000000e+00,3.934799e-03,0.000000e+00,9.457226e-02,3.290054e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,2.346895e-03,5.420043e-01,2.130751e-01,2.155469e-01,4.851969e-01,1.408762e-02,7.753800e-02,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,2.569119e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
hl_wiki_link_dyn_rem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000e+00,8.651757e-02,2.425041e-01,1.726750e-01,0.000000e+00,4.419255e-01,6.208262e-01,9.236844e-01,2.281427e-01,3.362593e-01,5.807319e-01,2.751358e-01,2.934726e-02,1.635124e-02,1.426453e-02,1.560946e-02,1.118604e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.538358e-01,0.000000e+00,9.434302e-01,6.840281e-01,1.190943e-02,0.000000e+00,1.951746e-02,0.000000e+00,1.942818e-02,5.492127e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.190943e-02,3.620268e-01,9.123920e-01,9.010278e-01,1.002150e-01,6.904668e-02,3.751121e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,1.247898e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
soc_academia_eu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000e+00,2.059429e-02,4.830711e-01,0.000000e+00,1.801834e-01,1.241895e-01,8.882509e-02,2.082713e-02,2.940338e-02,4.950944e-02,2.905755e-01,3.698980e-01,1.998978e-01,1.736312e-01,1.905810e-01,1.375137e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.576534e-01,0.000000e+00,8.052552e-02,1.094593e-01,1.189716e-03,0.000000e+00,1.926962e-03,0.000000e+00,2.123514e-01,1.429486e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.189716e-03,2.291320e-01,8.738735e-02,8.855858e-02,8.397107e-01,6.470649e-03,3.199948e-02,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,1.151484e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
soc_email_Eu_core,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000e+00,4.696937e-02,0.000000e+00,1.184612e-01,1.719584e-01,1.989199e-01,5.225893e-01,6.380856e-01,4.115065e-01,7.273556e-02,4.767676e-03,3.200946e-03,2.827527e-03,3.064094e-03,2.128861e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.320719e-02,0.000000e+00,2.599095e-01,1.994480e-01,1.858095e-02,0.000000e+00,3.858545e-02,0.000000e+00,5.430366e-03,1.294267e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.858095e-02,9.754793e-02,2.337320e-01,2.327929e-01,2.460619e-02,1.744212e-01,6.490740e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,2.792388e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
soc_google_plus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000e+00,0.000000e+00,3.731870e-01,2.625440e-01,1.666575e-01,3.899779e-02,5.798621e-02,1.031141e-01,6.026496e-01,1.557355e-01,8.896709e-02,7.771067e-02,8.495269e-02,6.062374e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,8.941141e-01,0.000000e+00,1.673528e-01,2.352220e-01,1.960935e-03,0.000000e+00,3.302697e-03,0.000000e+00,1.118866e-01,2.791536e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,1.960935e-03,4.726714e-01,1.792966e-01,1.817172e-01,5.612852e-01,1.213901e-02,6.862525e-02,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,2.134101e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
soc_myspace_aminer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
soc_qa_user_askubuntu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.000000e+00,6.882639e-01,4.105025e-01,9.772631e-02,1.541852e-01,2.723066e-01,6.124013e-01,5.003910e-02,3.039838e-02,2.672245e-02,2.905108e-02,2.048388e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,3.397533e-01,0.000000e+00,4.398068e-01,6.038601e-01,4.083749e-03,0.000000e+00,7.619354e-03,0.000000e+00,4.329970e-02,7.025778e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,4.083749e-03,7.906737e-01,4.754672e-01,4.825768e-01,2.116159e-01,2.964855e-02,1.785311e-01,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000e+00,5.270164e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
